"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"PHILLIP DI GIUSEPPE","LW","L","2016","CAR","11","All Situations","132.23","0","1.69","0","0","0","0","0","0.00","0.00","6.25","17","27","35","0.00","0.77","0.00","0.00","0.00","0.00","0.00","7.71","12.25","15.88","17","6","4","2","3","3","3","0","1","0.00"
"STEPHEN JOHNS","D","R","2016","DAL","16","All Situations","306.30","2","0.67","2","0","2","4","2","11.76","7.41","2.48","17","27","40","0.39","0.13","0.39","0.00","0.39","0.78","0.39","3.33","5.29","7.84","44","26","4","12","2","5","32","0","0",""
"STEVE OTT","C","L","2016","DET","18","All Situations","179.83","1","1.03","1","0","1","2","1","5.88","5.26","5.43","17","19","23","0.33","0.34","0.33","0.00","0.33","0.67","0.33","5.67","6.34","7.67","38","18","4","1","12","3","4","45","22","67.16"
"THOMAS VANEK","LW","R","2016","DET","11","All Situations","157.02","4","2.41","5","4","1","9","8","23.53","17.39","10.46","17","23","29","1.53","0.92","1.91","1.53","0.38","3.44","3.06","6.50","8.79","11.08","5","3","5","5","0","4","0","0","2","0.00"
"VINNIE HINOSTROZA","LW","R","2016","CHI","14","All Situations","149.20","1","2.52","2","1","1","3","2","5.88","3.85","9.71","17","26","34","0.40","1.02","0.80","0.40","0.40","1.21","0.80","6.84","10.46","13.67","8","17","6","5","1","1","5","19","37","33.93"
"WILLIAM CARRIER","LW","L","2016","BUF","11","All Situations","91.65","1","0.86","0","0","0","1","1","5.88","4.76","4.11","17","21","22","0.65","0.57","0.00","0.00","0.00","0.65","0.65","11.13","13.75","14.40","43","14","2","3","3","1","2","1","0","100.00"
"YANNICK WEBER","D","R","2016","NSH","19","All Situations","220.92","0","0.75","3","2","1","3","2","0.00","0.00","2.77","17","27","44","0.00","0.20","0.81","0.54","0.27","0.81","0.54","4.62","7.33","11.95","22","31","0","9","1","7","13","0","0",""
"ZACH SANFORD","LW","L","2016","WSH","19","All Situations","192.22","0","1.87","1","0","1","1","0","0.00","0.00","8.12","17","23","32","0.00","0.58","0.31","0.00","0.31","0.31","0.00","5.31","7.18","9.99","10","20","9","8","0","2","4","9","7","56.25"
"BRENDAN GAUNCE","C","L","2016","VAN","22","All Situations","192.27","0","1.2","2","0","2","2","0","0.00","0.00","5.74","16","21","27","0.00","0.38","0.62","0.00","0.62","0.62","0.00","4.99","6.55","8.43","28","12","2","2","3","4","4","58","57","50.43"
"CHRIS VANDEVELDE","C","L","2016","PHI","22","All Situations","233.80","3","2.85","2","1","1","5","4","18.75","13.64","12.96","16","22","35","0.77","0.73","0.51","0.26","0.26","1.28","1.03","4.11","5.65","8.98","28","21","5","4","5","2","13","15","8","65.22"
"CLAYTON STONER","D","L","2016","ANA","14","All Situations","245.72","1","0.49","2","1","1","3","2","6.25","5.26","2.60","16","19","29","0.24","0.12","0.49","0.24","0.24","0.73","0.49","3.91","4.64","7.08","35","26","2","3","7","5","15","0","0",""
"ERIC GRYBA","D","R","2016","EDM","14","All Situations","242.43","0","0.55","0","0","0","0","0","0.00","0.00","2.61","16","21","34","0.00","0.14","0.00","0.00","0.00","0.00","0.00","3.96","5.20","8.41","53","10","3","4","4","7","12","0","0",""
"GREG PATERYN","D","R","2016","MTL","15","All Situations","212.58","1","0.38","3","1","2","4","2","6.25","4.55","1.73","16","22","35","0.28","0.11","0.85","0.28","0.56","1.13","0.56","4.52","6.21","9.88","23","29","4","8","0","0","32","0","0",""
"LAWSON CROUSE","LW","L","2016","ARI","15","All Situations","159.92","1","1.56","0","0","0","1","1","6.25","5.00","7.78","16","20","25","0.38","0.58","0.00","0.00","0.00","0.38","0.38","6.00","7.50","9.38","27","8","4","1","1","5","8","0","0",""
"LUKE SCHENN","D","R","2016","ARI","16","All Situations","240.02","0","0.34","1","0","1","1","0","0.00","0.00","1.41","16","24","45","0.00","0.08","0.25","0.00","0.25","0.25","0.00","4.00","6.00","11.25","45","17","4","5","3","1","18","0","0",""
"MARKO DANO","C","L","2016","WPG","13","All Situations","162.32","3","2.27","3","1","2","6","4","18.75","12.50","9.44","16","24","29","1.11","0.84","1.11","0.37","0.74","2.22","1.48","5.91","8.87","10.72","27","21","7","7","1","1","6","1","3","25.00"
"MATT HUNWICK","D","L","2016","TOR","13","All Situations","226.58","0","0.36","4","3","1","4","3","0.00","0.00","1.89","16","19","29","0.00","0.10","1.06","0.79","0.26","1.06","0.79","4.24","5.03","7.68","26","15","7","10","1","1","17","0","0",""
"MICHAEL DEL ZOTTO","D","L","2016","PHI","7","All Situations","128.10","1","0.73","3","0","3","4","1","6.25","4.55","3.34","16","22","28","0.47","0.34","1.41","0.00","1.41","1.87","0.47","7.49","10.30","13.11","28","11","2","3","0","2","12","0","0",""
"NIKLAS HJALMARSSON","D","L","2016","CHI","22","All Situations","474.42","2","0.66","3","2","1","5","4","12.50","10.00","3.29","16","20","36","0.25","0.08","0.38","0.25","0.13","0.63","0.51","2.02","2.53","4.55","7","54","6","13","2","1","39","0","0",""
"PATRIK NEMETH","D","L","2016","DAL","13","All Situations","214.72","0","1.39","0","0","0","0","0","0.00","0.00","6.97","16","20","27","0.00","0.39","0.00","0.00","0.00","0.00","0.00","4.47","5.59","7.54","15","15","4","3","1","2","16","0","0",""
"PAUL MARTIN","D","L","2016","S.J","22","All Situations","407.02","0","0.39","7","0","7","7","0","0.00","0.00","2.07","16","19","38","0.00","0.06","1.03","0.00","1.03","1.03","0.00","2.36","2.80","5.60","11","35","3","14","1","3","31","0","0",""
"PAUL POSTMA","D","R","2016","WPG","17","All Situations","217.43","0","0.99","3","2","1","3","2","0.00","0.00","4.70","16","21","40","0.00","0.27","0.83","0.55","0.28","0.83","0.55","4.42","5.79","11.04","12","14","1","6","0","1","12","0","0",""
"ROMAN LYUBIMOV","LW","R","2016","PHI","12","All Situations","112.02","1","1.67","0","0","0","1","1","6.25","4.76","7.93","16","21","23","0.54","0.89","0.00","0.00","0.00","0.54","0.54","8.57","11.25","12.32","11","8","3","2","1","0","4","0","2","0.00"
"RYAN WHITE","C","R","2016","ARI","18","All Situations","190.63","1","1.06","2","1","1","3","2","6.25","4.55","4.84","16","22","26","0.31","0.33","0.63","0.31","0.31","0.94","0.63","5.04","6.92","8.18","59","18","2","1","3","6","7","12","24","33.33"
"SERGEY KALININ","C","L","2016","N.J","16","All Situations","200.73","0","1.45","1","1","0","1","1","0.00","0.00","6.93","16","21","24","0.00","0.43","0.30","0.30","0.00","0.30","0.30","4.78","6.28","7.17","22","17","2","3","2","2","4","6","8","42.86"
"TYLER MYERS","D","R","2016","WPG","11","All Situations","244.28","2","0.88","3","0","3","5","2","12.50","8.70","3.85","16","23","40","0.49","0.22","0.74","0.00","0.74","1.23","0.49","3.93","5.65","9.82","12","8","6","10","2","5","20","0","0",""
"ANTHONY BEAUVILLIER","C","L","2016","NYI","16","All Situations","190.77","2","1.51","4","2","2","6","4","13.33","10.53","7.97","15","19","31","0.63","0.48","1.26","0.63","0.63","1.89","1.26","4.72","5.98","9.75","22","13","4","4","0","2","3","9","7","56.25"
"BRETT KULAK","D","L","2016","CGY","14","All Situations","208.93","0","0.45","3","2","1","3","2","0.00","0.00","2.16","15","21","37","0.00","0.13","0.86","0.57","0.29","0.86","0.57","4.31","6.03","10.63","6","8","3","5","0","4","8","0","0",""
"DANIEL CARR","LW","L","2016","MTL","10","All Situations","105.48","1","1.4","1","1","0","2","2","6.67","5.00","6.98","15","20","24","0.57","0.79","0.57","0.57","0.00","1.14","1.14","8.53","11.38","13.65","12","17","2","3","2","2","5","1","1","50.00"
"DANNY DEKEYSER","D","L","2016","DET","22","All Situations","491.95","1","0.57","2","2","0","3","3","6.67","3.70","2.12","15","27","39","0.12","0.07","0.24","0.24","0.00","0.37","0.37","1.83","3.29","4.76","26","28","4","14","6","5","34","0","0",""
"DAVID DESHARNAIS","C","L","2016","MTL","21","All Situations","270.35","3","2.5","4","0","4","7","3","20.00","14.29","11.88","15","21","28","0.67","0.55","0.89","0.00","0.89","1.55","0.67","3.33","4.66","6.21","0","14","9","4","3","1","5","48","49","49.48"
"JACOB TROUBA","D","R","2016","WPG","8","All Situations","192.90","0","0.66","0","0","0","0","0","0.00","0.00","2.44","15","27","42","0.00","0.21","0.00","0.00","0.00","0.00","0.00","4.67","8.40","13.06","13","10","6","10","1","2","22","0","0",""
"JAKE MCCABE","D","L","2016","BUF","21","All Situations","432.83","0","1.22","3","2","1","3","2","0.00","0.00","4.06","15","30","45","0.00","0.17","0.42","0.28","0.14","0.42","0.28","2.08","4.16","6.24","20","40","3","10","3","5","21","0","0",""
"JAY MCCLEMENT","C","L","2016","CAR","20","All Situations","212.77","0","2.22","0","0","0","0","0","0.00","0.00","10.10","15","22","24","0.00","0.63","0.00","0.00","0.00","0.00","0.00","4.23","6.20","6.77","20","15","7","1","2","3","7","78","64","54.93"
"JOHNNY ODUYA","D","L","2016","DAL","19","All Situations","357.63","1","0.71","4","1","3","5","2","6.67","3.70","2.63","15","27","36","0.17","0.12","0.67","0.17","0.50","0.84","0.34","2.52","4.53","6.04","8","21","4","11","1","3","38","0","0",""
"KRIS VERSTEEG","RW","R","2016","CGY","13","All Situations","160.85","2","1.07","3","3","0","5","5","13.33","10.53","5.62","15","19","26","0.75","0.40","1.12","1.12","0.00","1.87","1.87","5.60","7.09","9.70","1","3","5","5","2","1","7","9","4","69.23"
"NAIL YAKUPOV","RW","L","2016","STL","16","All Situations","161.10","2","2.17","3","2","1","5","4","13.33","8.33","9.04","15","24","32","0.74","0.81","1.12","0.74","0.37","1.86","1.49","5.59","8.94","11.92","12","11","6","2","5","5","2","0","0",""
"NICK HOLDEN","D","L","2016","NYR","22","All Situations","432.75","2","1.06","9","6","3","11","8","13.33","7.69","4.07","15","26","48","0.28","0.15","1.25","0.83","0.42","1.53","1.11","2.08","3.60","6.66","44","48","9","15","4","2","24","0","0",""
"NIKITA ZADOROV","D","L","2016","COL","19","All Situations","321.60","0","1.08","2","1","1","2","1","0.00","0.00","4.33","15","25","39","0.00","0.20","0.37","0.19","0.19","0.37","0.19","2.80","4.66","7.28","38","20","4","7","4","11","24","0","0",""
"NIKOLAI KULEMIN","LW","L","2016","NYI","18","All Situations","248.23","1","4.05","3","1","2","4","2","6.67","3.45","13.97","15","29","34","0.24","0.98","0.73","0.24","0.48","0.97","0.48","3.63","7.01","8.22","20","10","6","5","2","3","12","5","1","83.33"
"ALEX PETROVIC","D","R","2016","FLA","16","All Situations","286.88","1","1.32","4","2","2","5","3","7.14","3.70","4.89","14","27","35","0.21","0.28","0.84","0.42","0.42","1.05","0.63","2.93","5.65","7.32","31","16","6","10","1","3","13","0","0",""
"ANTHONY DEANGELO","D","R","2016","ARI","8","All Situations","159.35","2","0.69","4","3","1","6","5","14.29","10.53","3.64","14","19","20","0.75","0.26","1.51","1.13","0.38","2.26","1.88","5.27","7.15","7.53","0","4","1","3","0","1","10","0","0",""
"CHRISTIAN DVORAK","C","L","2016","ARI","15","All Situations","220.68","2","1.25","4","1","3","6","3","14.29","10.53","6.58","14","19","25","0.54","0.34","1.09","0.27","0.82","1.63","0.82","3.81","5.17","6.80","13","13","0","3","2","1","14","81","98","45.25"
"GEMEL SMITH","C","L","2016","DAL","12","All Situations","156.90","2","1.24","1","1","0","3","3","14.29","10.00","6.21","14","20","24","0.76","0.48","0.38","0.38","0.00","1.15","1.15","5.35","7.65","9.18","3","11","3","2","4","2","4","21","30","41.18"
"GREG MCKEGG","C","L","2016","FLA","19","All Situations","203.03","0","1.35","2","2","0","2","2","0.00","0.00","7.50","14","18","23","0.00","0.40","0.59","0.59","0.00","0.59","0.59","4.14","5.32","6.80","20","19","3","5","1","3","6","17","19","47.22"
"MATT BENNING","D","R","2016","EDM","13","All Situations","210.20","0","0.76","4","1","3","4","1","0.00","0.00","3.29","14","23","32","0.00","0.22","1.14","0.29","0.86","1.14","0.29","4.00","6.57","9.13","28","29","0","9","3","2","12","0","0",""
"MATT IRWIN","D","L","2016","NSH","14","All Situations","178.93","3","0.55","2","0","2","5","3","21.43","13.64","2.51","14","22","37","1.01","0.19","0.67","0.00","0.67","1.68","1.01","4.69","7.38","12.41","31","28","1","10","3","0","21","0","0",""
"SLATER KOEKKOEK","D","L","2016","T.B","13","All Situations","170.37","0","0.47","4","2","2","4","2","0.00","0.00","2.34","14","20","29","0.00","0.16","1.41","0.70","0.70","1.41","0.70","4.93","7.04","10.21","13","22","1","2","3","3","11","0","0",""
"ALEXANDER BURMISTROV","C","L","2016","WPG","20","All Situations","228.70","0","0.71","2","2","0","2","2","0.00","0.00","3.76","13","19","29","0.00","0.19","0.52","0.52","0.00","0.52","0.52","3.41","4.98","7.61","26","16","3","6","1","1","4","48","79","37.80"
"ANDREW DESJARDINS","LW","L","2016","CHI","7","All Situations","76.47","0","1.21","0","0","0","0","0","0.00","0.00","7.55","13","16","18","0.00","0.95","0.00","0.00","0.00","0.00","0.00","10.20","12.55","14.12","7","8","1","0","1","2","1","5","5","50.00"
"AUSTIN WATSON","LW","R","2016","NSH","16","All Situations","181.60","0","0.69","1","1","0","1","1","0.00","0.00","4.05","13","17","22","0.00","0.23","0.33","0.33","0.00","0.33","0.33","4.30","5.62","7.27","25","21","5","0","7","2","2","0","2","0.00"
"BEN CHIAROT","D","L","2016","WPG","22","All Situations","311.67","0","0.39","3","2","1","3","2","0.00","0.00","2.58","13","15","31","0.00","0.07","0.58","0.39","0.19","0.58","0.39","2.50","2.89","5.97","30","45","3","13","0","5","28","0","0",""
"CHRIS THORBURN","RW","R","2016","WPG","18","All Situations","154.20","1","0.63","0","0","0","1","1","7.69","7.14","4.53","13","14","20","0.39","0.25","0.00","0.00","0.00","0.39","0.39","5.06","5.45","7.78","33","10","1","1","9","10","12","8","9","47.06"
"JAKE VIRTANEN","RW","R","2016","VAN","10","All Situations","101.45","0","0.76","1","0","1","1","0","0.00","0.00","4.48","13","17","25","0.00","0.45","0.59","0.00","0.59","0.59","0.00","7.69","10.05","14.79","16","10","4","0","0","2","4","3","0","100.00"
"JULIUS HONKA","D","R","2016","DAL","3","All Situations","56.00","0","0.22","1","1","0","1","1","0.00","0.00","1.47","13","15","18","0.00","0.24","1.07","1.07","0.00","1.07","1.07","13.93","16.07","19.29","1","4","0","1","1","1","2","0","0",""
"KYLE RAU","C","L","2016","FLA","13","All Situations","143.58","2","1.12","1","0","1","3","2","15.38","13.33","7.46","13","15","19","0.84","0.47","0.42","0.00","0.42","1.25","0.84","5.43","6.27","7.94","12","10","3","1","1","1","2","2","1","66.67"
"LUKAS SEDLAK","C","L","2016","CBJ","18","All Situations","169.95","0","1.91","4","1","3","4","1","0.00","0.00","7.94","13","24","34","0.00","0.67","1.41","0.35","1.06","1.41","0.35","4.59","8.47","12.00","15","18","7","4","4","2","8","47","53","47.00"
"MARTIN MARINCIN","D","L","2016","TOR","14","All Situations","265.72","1","0.61","3","1","2","4","2","7.69","4.00","2.43","13","25","44","0.23","0.14","0.68","0.23","0.45","0.90","0.45","2.94","5.65","9.94","16","14","4","8","2","2","11","0","0",""
"MICHAEL RAFFL","LW","L","2016","PHI","13","All Situations","165.05","3","3.01","1","1","0","4","4","23.08","12.50","12.56","13","24","30","1.09","1.10","0.36","0.36","0.00","1.45","1.45","4.73","8.72","10.91","19","24","4","3","2","0","5","2","1","66.67"
"NICHOLAS BAPTISTE","RW","R","2016","BUF","12","All Situations","104.35","2","1.22","0","0","0","2","2","15.38","11.76","7.19","13","17","17","1.15","0.70","0.00","0.00","0.00","1.15","1.15","7.47","9.77","9.77","10","8","0","1","0","5","1","1","2","33.33"
"NICK SCHMALTZ","C","R","2016","CHI","23","All Situations","273.50","1","1.22","3","2","1","4","3","7.69","5.88","7.18","13","17","27","0.22","0.27","0.66","0.44","0.22","0.88","0.66","2.85","3.73","5.92","12","15","15","6","1","4","10","40","82","32.79"
"PETER HOLLAND","C","L","2016","TOR","8","All Situations","85.75","0","1.03","1","0","1","1","0","0.00","0.00","6.86","13","15","18","0.00","0.72","0.70","0.00","0.70","0.70","0.00","9.10","10.50","12.59","3","5","2","3","1","3","1","26","28","48.15"
"RYAN REAVES","RW","R","2016","STL","20","All Situations","145.65","0","1.94","2","2","0","2","2","0.00","0.00","8.83","13","22","28","0.00","0.80","0.82","0.82","0.00","0.82","0.82","5.36","9.06","11.53","49","16","4","2","3","3","4","0","0",""
"SHANE HARPER","RW","R","2016","FLA","14","All Situations","144.20","2","1.6","1","1","0","3","3","15.38","11.11","8.90","13","18","23","0.83","0.67","0.42","0.42","0.00","1.25","1.25","5.41","7.49","9.57","19","13","4","3","8","2","0","0","0",""
"ZACH BOGOSIAN","D","R","2016","BUF","9","All Situations","170.90","0","0.43","0","0","0","0","0","0.00","0.00","3.06","13","14","17","0.00","0.15","0.00","0.00","0.00","0.00","0.00","4.56","4.92","5.97","6","5","4","5","1","3","14","0","0",""
"BEN SMITH","RW","R","2016","TOR","15","All Situations","180.45","1","1.4","1","1","0","2","2","8.33","6.67","9.33","12","15","20","0.33","0.47","0.33","0.33","0.00","0.67","0.67","3.99","4.99","6.65","10","19","5","3","2","0","13","105","70","60.00"
"CHRIS STEWART","RW","R","2016","MIN","21","All Situations","231.38","2","1.45","3","2","1","5","4","16.67","11.76","8.55","12","17","23","0.52","0.38","0.78","0.52","0.26","1.30","1.04","3.11","4.41","5.96","26","16","4","6","2","11","5","0","1","0.00"
"DREW MILLER","LW","L","2016","DET","17","All Situations","171.58","2","1.17","0","0","0","2","2","16.67","14.29","8.35","12","14","18","0.70","0.41","0.00","0.00","0.00","0.70","0.70","4.20","4.90","6.29","19","19","3","1","0","0","9","1","0","100.00"
"FEDOR TYUTIN","D","L","2016","COL","16","All Situations","301.50","0","0.26","6","1","5","6","1","0.00","0.00","1.63","12","16","24","0.00","0.05","1.19","0.20","1.00","1.19","0.20","2.39","3.18","4.78","29","21","4","4","1","4","12","0","0",""
"FREDDIE HAMILTON","C","R","2016","CGY","13","All Situations","124.52","0","1.28","0","0","0","0","0","0.00","0.00","6.73","12","19","26","0.00","0.62","0.00","0.00","0.00","0.00","0.00","5.78","9.16","12.53","21","9","3","1","1","5","0","36","25","59.02"
"JOE MORROW","D","L","2016","BOS","8","All Situations","127.13","0","0.26","1","1","0","1","1","0.00","0.00","1.52","12","17","21","0.00","0.12","0.47","0.47","0.00","0.47","0.47","5.66","8.02","9.91","14","16","1","2","0","2","7","0","0",""
"JOEL EDMUNDSON","D","L","2016","STL","13","All Situations","195.82","0","0.36","1","1","0","1","1","0.00","0.00","1.88","12","19","28","0.00","0.11","0.31","0.31","0.00","0.31","0.31","3.68","5.82","8.58","23","12","2","2","1","6","11","0","0",""
"LUCA SBISA","D","L","2016","VAN","22","All Situations","369.25","0","0.43","4","0","4","4","0","0.00","0.00","2.17","12","20","43","0.00","0.07","0.65","0.00","0.65","0.65","0.00","1.95","3.25","6.99","38","47","5","14","3","5","31","0","0",""
"MARCO SCANDELLA","D","L","2016","MIN","10","All Situations","155.77","0","0.53","1","0","1","1","0","0.00","0.00","3.32","12","16","36","0.00","0.20","0.39","0.00","0.39","0.39","0.00","4.62","6.16","13.87","6","13","1","5","1","2","7","0","0",""
